id,eps_X,eps_T,eps_D,eps_U,eps_P,eps_L,eps_H,eps_A,eps_Y
1,1,1,0.19942310631731378,-1.0945066229838363,0.3152253489505047,0.14296736236125446,-0.3823043375948499,-0.08337480843990103,0.2687649212332681
2,2,2,-0.08013894625917051,-0.23738604602758095,-0.15560254867498516,0.11601380667496858,0.5115102414079515,0.26775280586511263,-0.1035647130153839
3,3,1,-0.2462283754825443,-0.3610952057881768,-0.6092300683422611,-0.12783124624144165,0.09097144542303381,0.5297597612391896,-0.44454548211666334
4,3,1,-0.4909542311784211,-0.043178501250694445,0.11698589768909645,0.36718663230362025,-0.461937000650487,-0.6743936831754742,-0.033003229413375294
5,0,0,-0.22859612030943535,-0.0413390344887182,0.09360563512861902,0.5010251294270478,-0.04125476238508149,0.2771940582588086,-0.13374844590336965
6,0,2,-0.09592890974082825,0.9089193775255241,-0.44094082169782967,0.24438173705495367,0.12434602544719475,0.7623234837678662,0.23259714661427222
7,3,1,-0.23780145264968522,-0.7060103813461407,-0.22329066471222492,-0.26820360232563817,0.2227561026240042,0.0012365778147633844,0.05808985451314614
8,3,1,0.5470319071991037,-0.33880250356349906,0.02118252810910903,0.42924352770344837,-0.34198465622344,-0.25540729161878495,-0.48925476973053034
9,0,2,0.4033621576528972,0.8713858037461651,-0.327900649224311,-0.12564800831017356,-0.3983178712243369,0.5261219135897964,-0.35854892403095995
10,1,1,-1.4555812394829843,0.17335149810092346,0.010692012859113094,0.4956222782295934,0.18981303978118638,0.2767232581040707,0.2651367109761766
